date,price,volume,returns,signal,position,shares,equity,strategy_returns
2020-02-11,77.22605895996094,94323200,-0.006033221604825112,0.0,0.0,0.0,10351.43656672656,0.0
2020-02-12,79.06002044677734,113730400,0.023747961653296956,0.0,0.0,0.0,10351.43656672656,0.0
2020-02-13,78.49698638916016,94747600,-0.007121602732144683,0.0,0.0,0.0,10351.43656672656,0.0
2020-02-14,78.51634979248047,80113600,0.000246677028138631,0.0,0.0,0.0,10351.43656672656,0.0
2020-02-18,77.07866668701172,152531200,-0.01831062077221579,0.0,0.0,0.0,10351.43656672656,0.0
2020-02-19,78.19496154785156,93984000,0.014482539836511599,0.0,0.0,0.0,10351.43656672656,0.0
2020-02-20,77.39276123046875,100566000,-0.010258977068386965,0.0,0.0,0.0,10351.43656672656,0.0
2020-02-21,75.6409912109375,129554000,-0.022634804491787452,0.0,0.0,0.0,10351.43656672656,0.0
2020-02-24,72.04801940917969,222195200,-0.04750032679685823,0.5991512709661785,0.5991512709661785,83.15999188866533,10345.445054016898,-0.0005788097788204105
2020-02-25,69.60759735107422,230673600,-0.033872160235879245,1.0,1.0,143.6624791050294,10138.288142691032,-0.02002397289282709
2020-02-26,70.71182250976562,198054800,0.015863572378775226,1.0,1.0,141.41906749212913,10296.765230754994,0.015631543100125045
2020-02-27,66.08951568603516,320605600,-0.0653682320674468,0.8585932677168086,0.8585932677168086,129.9136873381917,9642.322525078369,-0.06355808751683456
2020-02-28,66.05087280273438,426510000,-0.0005847051971806794,1.0,1.0,151.39845358085896,9635.883198057096,-0.0006678190865867517
2020-03-02,72.20023345947266,341397200,0.09310036939411503,1.0,1.0,138.50370727143405,10565.955888304306,0.09652178955788338
2020-03-03,69.90721893310547,319475600,-0.031759101272910706,0.8004436003845162,0.8004436003845162,114.50085021268895,10246.686902591773,-0.030216763072609343
2020-03-04,73.1498031616211,219178400,0.04638411136936327,0.7490459778199807,0.7490459778199807,102.39890545774928,10617.08029876637,0.0361476250514603
2020-03-05,70.77706909179688,187572800,-0.032436643261797626,0.5138880682750697,0.5138880682750697,72.60657651824548,10372.006313350304,-0.02308299254782331
2020-03-06,69.83715057373047,226176800,-0.013279986443735736,0.43978523364047734,0.43978523364047734,62.97296353409705,10303.089263466856,-0.006644524482668501
2020-03-09,64.31356811523438,286744800,-0.0790923228270114,0.5302965932803452,0.5302965932803452,82.45485498956951,9953.999956777268,-0.03388200351979909
2020-03-10,68.94554901123047,285290000,0.0720218304121567,0.6723049869874095,0.6723049869874095,97.51245680528244,10334.891115247106,0.03826513563630307
2020-03-11,66.551025390625,255598800,-0.034730648387692575,0.6688940470328949,0.6688940470328949,100.50845093772539,10101.195847642008,-0.022612262190196408
2020-03-12,59.97879409790039,418474000,-0.09875477130740706,0.5992797355278892,0.5992797355278892,99.91526914491058,9440.5954828772,-0.06539823350905694
2020-03-13,67.16474914550781,370732000,0.11980826149785773,0.9811587067126211,0.9811587067126211,146.08238982431217,10155.481312442922,0.07572465432528497
2020-03-16,58.52421569824219,322423600,-0.12864685057553782,0.8692222925605496,0.8692222925605496,148.5235269178767,8893.108671475646,-0.12430456047617988
2020-03-17,61.097537994384766,324056000,0.0439702141317182,0.7559578907880238,0.7559578907880238,123.72968135925558,9273.792731874104,0.04280663539168139
2020-03-18,59.60186767578125,300233600,-0.02448004236669854,0.7597852336404773,0.7597852336404773,127.47674918066537,9088.51058769433,-0.019979112056597637
2020-03-19,59.14519119262695,271857200,-0.0076621169933549504,0.7039309746547561,0.7039309746547561,119.0174484958818,9029.794627238205,-0.006460460147961533
2020-03-20,55.39032745361328,401693200,-0.06348552880291902,0.6373993575766101,0.6373993575766101,115.07412699634268,8582.681903701976,-0.049515270501005904
2020-03-23,54.21360397338867,336752800,-0.021244205158564178,0.9418142599235657,0.9418142599235657,173.7228649078311,8444.091917048358,-0.016147631731969536
2020-03-24,59.652610778808594,287531200,0.10032549778630684,0.7895542894656632,0.7895542894656632,132.35871475823987,9386.504281990028,0.11160612345289245
2020-03-25,59.323997497558594,303602000,-0.005508782884096952,0.6741487890084641,0.6741487890084641,113.63846292323909,9341.898890258277,-0.004752077066361715
2020-03-26,62.445804595947266,252087200,0.05262300637304729,0.7118285620501278,0.7118285620501278,113.99141490064578,9696.634210091808,0.03797250687474785
2020-03-27,59.86041259765625,204216800,-0.04140217289247339,0.5910463998499449,0.5910463998499449,98.73744169165424,9401.008609003766,-0.030487444888904758
2020-03-30,61.56871032714844,167976400,0.0285380212958819,0.47880893765679583,0.47880893765679583,77.76822595643476,9568.390508892095,0.017804674673738807
2020-03-31,61.443050384521484,197002000,-0.0020409708431320395,0.4014022376539522,0.4014022376539522,65.32915197762904,9557.853863430993,-0.001101193084804497
2020-04-01,58.21010208129883,176218400,-0.05261698895139966,0.47076281919545776,0.47076281919545776,80.87304477459416,9345.74328080749,-0.02219228141110774
2020-04-02,59.18143081665039,165934000,0.01668660078958384,0.42109760701979093,0.42109760701979093,71.15367121224067,9423.722386678364,0.008343809960092985
2020-04-03,58.3309211730957,129880000,-0.014371224754427536,0.39652164770093246,0.39652164770093246,67.97795058375014,9363.020260428386,-0.006441417070582323
2020-04-06,63.419551849365234,201820400,0.08723727611242649,0.31036575749031003,0.31036575749031003,48.93849742544601,9707.727471492035,0.03681581385875132
2020-04-07,62.68500518798828,202887200,-0.011582337622341732,0.0,0.0,0.0,9668.712151630363,-0.0040189962044407945
2020-04-08,64.28942108154297,168895200,0.025594891294068667,0.0,0.0,0.0,9668.712151630363,0.0
2020-04-09,64.7533187866211,161834800,0.007215770452960291,0.0,0.0,0.0,9668.712151630363,0.0
2020-04-13,66.02428436279297,131022800,0.019627805956325295,0.0,0.0,0.0,9668.712151630363,0.0
2020-04-14,69.35871887207031,194994800,0.050503152612077606,0.0,0.0,0.0,9668.712151630363,0.0
2020-04-15,68.72564697265625,131154400,-0.009127502781326458,0.0,0.0,0.0,9668.712151630363,0.0
2020-04-16,69.27173614501953,157125200,0.007945929888161674,0.0,0.0,0.0,9668.712151630363,0.0
2020-04-17,68.3318099975586,215250000,-0.013568681828519669,0.0,0.0,0.0,9668.712151630363,0.0
2020-04-20,66.9134750366211,130015200,-0.02075658410026271,0.0,0.0,0.0,9668.712151630363,0.0
2020-04-21,64.84514617919922,180991600,-0.030910498315771195,0.0,0.0,0.0,9668.712151630363,0.0
2020-04-22,66.71292877197266,116862400,0.028803737871325508,0.0,0.0,0.0,9668.712151630363,0.0
2020-04-23,66.4543685913086,124814400,-0.0038757132301571184,0.0,0.0,0.0,9668.712151630363,0.0
2020-04-24,68.37289428710938,126161200,0.02886982054708298,0.0,0.0,0.0,9668.712151630363,0.0
2020-04-27,68.42121887207031,117087600,0.0007067798645179479,0.0,0.0,0.0,9668.712151630363,0.0
2020-04-28,67.31214904785156,112004800,-0.016209442662698192,0.0,0.0,0.0,9668.712151630363,0.0
2020-04-29,69.52302551269531,137280800,0.03284513265609834,0.0,0.0,0.0,9668.712151630363,0.0
2020-04-30,70.98969268798828,183064000,0.02109613562524193,0.0,0.0,0.0,9668.712151630363,0.0
2020-05-01,69.84679412841797,240616800,-0.01609950003014582,0.0,0.0,0.0,9668.712151630363,0.0
2020-05-04,70.83505249023438,133568000,0.014148943758240717,0.0,0.0,0.0,9668.712151630363,0.0
2020-05-05,71.89820098876953,147751200,0.01500879100332031,0.0,0.0,0.0,9668.712151630363,0.0
2020-05-06,72.64000701904297,142333600,0.010317449116554522,0.0,0.0,0.0,9668.712151630363,0.0
2020-05-07,73.3914566040039,115215200,0.010344844608342951,0.0,0.0,0.0,9668.712151630363,0.0
2020-05-08,75.1383056640625,133838400,0.023801803927724352,0.0,0.0,0.0,9668.712151630363,0.0
2020-05-11,76.32062530517578,145946400,0.015735244901573076,0.0,0.0,0.0,9668.712151630363,0.0
2020-05-12,75.44842529296875,162301200,-0.011428103592173833,0.0,0.0,0.0,9668.712151630363,0.0
2020-05-13,74.53746032714844,200622400,-0.012074008997311814,0.0,0.0,0.0,9668.712151630363,0.0
2020-05-14,74.99533081054688,158929200,0.006142823774633932,0.0,0.0,0.0,9668.712151630363,0.0
2020-05-15,74.55196380615234,166348400,-0.005911928110758802,0.0,0.0,0.0,9668.712151630363,0.0
2020-05-18,76.3084945678711,135178400,0.023561160190039176,0.0,0.0,0.0,9668.712151630363,0.0
2020-05-19,75.8675765991211,101729600,-0.005778098116689168,0.0,0.0,0.0,9668.712151630363,0.0
2020-05-20,77.34303283691406,111504800,0.0194477839405518,0.0,0.0,0.0,9668.712151630363,0.0
2020-05-21,76.76640319824219,102688800,-0.0074554826404048535,0.0,0.0,0.0,9668.712151630363,0.0
2020-05-22,77.26067352294922,81803200,0.006438628151310244,0.0,0.0,0.0,9668.712151630363,0.0
2020-05-26,76.73734283447266,125522000,-0.00677357139944057,0.0,0.0,0.0,9668.712151630363,0.0
2020-05-27,77.07168579101562,112945200,0.004356978547773949,0.0,0.0,0.0,9668.712151630363,0.0
2020-05-28,77.10560607910156,133560800,0.00044011348315264875,0.0,0.0,0.0,9668.712151630363,0.0
2020-05-29,77.0304946899414,153532400,-0.000974136550889737,0.0,0.0,0.0,9668.712151630363,0.0
2020-06-01,77.97782897949219,80791200,0.012298172215613246,0.0,0.0,0.0,9668.712151630363,0.0
2020-06-02,78.33881378173828,87642800,0.004629326142704393,0.0,0.0,0.0,9668.712151630363,0.0
2020-06-03,78.77006530761719,104491200,0.005504953484238628,0.0,0.0,0.0,9668.712151630363,0.0
2020-06-04,78.09168243408203,87560400,-0.00861219133037272,0.0,0.0,0.0,9668.712151630363,0.0
2020-06-05,80.3157958984375,137250400,0.028480798402990892,0.0,0.0,0.0,9668.712151630363,0.0
2020-06-08,80.79067993164062,95654400,0.005912710294294188,0.0,0.0,0.0,9668.712151630363,0.0
2020-06-09,83.34187316894531,147712400,0.03157781614739874,0.0,0.0,0.0,9668.712151630363,0.0
2020-06-10,85.48606872558594,166651600,0.025727710154702876,0.0,0.0,0.0,9668.712151630363,0.0
2020-06-11,81.38186645507812,201662400,-0.04801018846336802,0.0,0.0,0.0,9668.712151630363,0.0
2020-06-12,82.0844497680664,200146000,0.008633167849205092,0.0,0.0,0.0,9668.712151630363,0.0
2020-06-15,83.099609375,138808800,0.012367258473462206,0.0,0.0,0.0,9668.712151630363,0.0
2020-06-16,85.30194854736328,165428800,0.026502401021223587,0.0,0.0,0.0,9668.712151630363,0.0
2020-06-17,85.1832275390625,114406400,-0.0013917736971138517,0.0,0.0,0.0,9668.712151630363,0.0
2020-06-18,85.21712493896484,96820400,0.00039793514382635564,0.0,0.0,0.0,9668.712151630363,0.0
2020-06-19,84.73014831542969,264476000,-0.005714539464737212,0.0,0.0,0.0,9668.712151630363,0.0
2020-06-22,86.94701385498047,135445200,0.026163834049929058,0.0,0.0,0.0,9668.712151630363,0.0
2020-06-23,88.80288696289062,212155600,0.021344874603808517,0.0,0.0,0.0,9668.712151630363,0.0
2020-06-24,87.23533630371094,192623200,-0.017652023631109515,0.0,0.0,0.0,9668.712151630363,0.0
2020-06-25,88.3934326171875,137522400,0.013275541340777686,0.0,0.0,0.0,9668.712151630363,0.0
2020-06-26,85.6774673461914,205256800,-0.030725871714455733,0.0,0.0,0.0,9668.712151630363,0.0
2020-06-29,87.65206909179688,130646000,0.023046920115259883,0.0,0.0,0.0,9668.712151630363,0.0
2020-06-30,88.38373565673828,140223200,0.008347396388043604,0.0,0.0,0.0,9668.712151630363,0.0
2020-07-01,88.21656799316406,110737200,-0.0018913849061942267,0.0,0.0,0.0,9668.712151630363,0.0
2020-07-02,88.21656799316406,114041600,0.0,0.0,0.0,0.0,9668.712151630363,0.0
2020-07-06,90.57638549804688,118655600,0.026750275583897976,0.0,0.0,0.0,9668.712151630363,0.0
2020-07-07,90.29532623291016,112424400,-0.003103008180236788,0.0,0.0,0.0,9668.712151630363,0.0
2020-07-08,92.3983154296875,117092000,0.023290122363064825,0.0,0.0,0.0,9668.712151630363,0.0
2020-07-09,92.79566192626953,125642800,0.004300365160708974,0.0,0.0,0.0,9668.712151630363,0.0
2020-07-10,92.95796966552734,90257200,0.0017490875746624113,0.0,0.0,0.0,9668.712151630363,0.0
2020-07-13,92.52914428710938,191649200,-0.004613110419267152,0.0,0.0,0.0,9668.712151630363,0.0
2020-07-14,94.06035614013672,170989200,0.016548427685401768,0.0,0.0,0.0,9668.712151630363,0.0
2020-07-15,94.7072525024414,153198000,0.006877460269668845,0.0,0.0,0.0,9668.712151630363,0.0
2020-07-16,93.5418701171875,110577600,-0.01230510182125566,0.0,0.0,0.0,9668.712151630363,0.0
2020-07-17,93.3529052734375,92186800,-0.002020109748856469,0.0,0.0,0.0,9668.712151630363,0.0
2020-07-20,95.32022094726562,90318000,0.02107396302306519,0.0,0.0,0.0,9668.712151630363,0.0
2020-07-21,94.00463104248047,103433200,-0.013801792439329219,0.0,0.0,0.0,9668.712151630363,0.0
2020-07-22,94.26873016357422,89001600,0.002809426707652385,0.0,0.0,0.0,9668.712151630363,0.0
2020-07-23,89.9779281616211,197004400,-0.04551670521611739,0.0,0.0,0.0,9668.712151630363,0.0
2020-07-24,89.75503540039062,185438800,-0.002477193749450435,0.9597947546682984,0.9597947546682984,106.93492018433557,9659.11420408368,-0.0009926810723250856
2020-07-27,91.88227081298828,121214000,0.023700457618987203,0.9034477785876034,0.9034477785876034,98.32667070521443,9885.799007633237,0.023468487768135038
2020-07-28,90.37286376953125,103625600,-0.016427620150237576,0.0,0.0,0.0,9728.497975494553,-0.015911817751627977
2020-07-29,92.10516357421875,90329200,0.019168362409154316,0.5260065257425722,0.5260065257425722,57.109341684053774,9723.237910237127,-0.0005406862673636992
2020-07-30,93.21964263916016,158130000,0.012100071501890852,0.0,0.0,0.0,9781.561363533445,0.005998357114651354
2020-07-31,102.97869873046875,374336800,0.1046888382643183,0.0,0.0,0.0,9781.561363533445,0.0
2020-08-03,105.57349395751953,308151200,0.0251973977049591,0.0,0.0,0.0,9781.561363533445,0.0
2020-08-04,106.27854919433594,173071600,0.006678335729800811,0.0,0.0,0.0,9781.561363533445,0.0
2020-08-05,106.66376495361328,121776800,0.0036245861671762025,0.0,0.0,0.0,9781.561363533445,0.0
2020-08-06,110.38518524169922,202428800,0.034889264312996326,0.0,0.0,0.0,9781.561363533445,0.0
2020-08-07,107.87548828125,198045600,-0.022735813279236572,0.0,0.0,0.0,9781.561363533445,0.0
2020-08-10,109.44343566894531,212403600,0.014534788325661241,0.0,0.0,0.0,9781.561363533445,0.0
2020-08-11,106.1886215209961,187902400,-0.029739692728531275,0.0,0.0,0.0,9781.561363533445,0.0
2020-08-12,109.71773529052734,165598000,0.03323438725337868,0.0,0.0,0.0,9781.561363533445,0.0
2020-08-13,111.65946197509766,210082000,0.01769747324285098,0.0,0.0,0.0,9781.561363533445,0.0
2020-08-14,111.55992889404297,165565200,-0.0008913985370705424,0.0,0.0,0.0,9781.561363533445,0.0
2020-08-17,111.26866149902344,119561600,-0.002610860350190536,0.0,0.0,0.0,9781.561363533445,0.0
2020-08-18,112.19586181640625,105633600,0.008332987068339515,0.0,0.0,0.0,9781.561363533445,0.0
2020-08-19,112.33663940429688,145538000,0.0012547484872569292,0.0,0.0,0.0,9781.561363533445,0.0
2020-08-20,114.82933807373047,126907200,0.02218954281214014,0.0,0.0,0.0,9781.561363533445,0.0
2020-08-21,120.74678802490234,338054800,0.05153256171669618,0.0,0.0,0.0,9781.561363533445,0.0
2020-08-24,122.19093322753906,345937600,0.011960112780299292,0.0,0.0,0.0,9781.561363533445,0.0
2020-08-25,121.18851470947266,211495600,-0.008203706212798534,0.0,0.0,0.0,9781.561363533445,0.0
2020-08-26,122.83656311035156,163022400,0.013599047771398087,0.0,0.0,0.0,9781.561363533445,0.0
2020-08-27,121.36812591552734,155552400,-0.011954398247898124,0.0,0.0,0.0,9781.561363533445,0.0
2020-08-28,121.17152404785156,187630000,-0.0016198805591891574,0.0,0.0,0.0,9781.561363533445,0.0
2020-08-31,125.28071594238281,225702700,0.03391219122496558,0.0,0.0,0.0,9781.561363533445,0.0
2020-09-01,130.27096557617188,151948100,0.039832544029235084,0.0,0.0,0.0,9781.561363533445,0.0
2020-09-02,127.57197570800781,200119000,-0.020718276372841626,0.0,0.0,0.0,9781.561363533445,0.0
2020-09-03,117.35844421386719,257599600,-0.0800609337392234,0.0,0.0,0.0,9781.561363533445,0.0
2020-09-04,117.43612670898438,332607200,0.0006619250590578218,0.0,0.0,0.0,9781.561363533445,0.0
2020-09-08,109.53326416015625,231366600,-0.06729498639215181,0.0,0.0,0.0,9781.561363533445,0.0
2020-09-09,113.90213775634766,176940500,0.039886272263404576,0.6688102131713928,0.6688102131713928,58.71796845482126,9774.873261401732,-0.0006837458646067329
2020-09-10,110.18372344970703,182274400,-0.032645693749794424,0.5114809722909566,0.5114809722909566,46.42073768040887,9555.180572767606,-0.022475246763723478
2020-09-11,108.73715209960938,180860300,-0.013128720874621136,0.526899648954031,0.526899648954031,48.456267134103456,9487.808325912916,-0.007050860665752445
2020-09-14,111.99923706054688,140150100,0.02999972776507187,0.5228119175250103,0.5228119175250103,46.679953475252496,9645.677840419674,0.016639197281798745
2020-09-15,112.17401123046875,184642000,0.0015604942900404595,0.405131156601653,0.405131156601653,36.1163118049942,9652.65132448095,0.0007229646455797489
2020-09-16,108.86334991455078,154679000,-0.029513621556387037,0.5337436578157448,0.5337436578157448,49.028773984512874,9531.676754226017,-0.012532781532066606
2020-09-17,107.12548065185547,178011000,-0.015963768008787182,0.44712977138073456,0.44712977138073456,41.738881231613874,9445.690221665642,-0.009021133928220126
2020-09-18,103.72746276855469,287104900,-0.03171997794197923,0.5145754610079968,0.5145754610079968,49.60841104888107,9303.044470450524,-0.015101675776739931
2020-09-21,106.87307739257812,195713800,0.03032576465349579,0.8299326236870465,0.8299326236870465,77.65591147323711,9456.09589103693,0.016451756311876897
2020-09-22,108.55267333984375,183055400,0.015715800351626008,0.5657488518160501,0.5657488518160501,52.117449935559954,9583.754176955696,0.013500104841340343
2020-09-23,103.99929809570312,150718700,-0.04194622853631125,0.5291572815444172,0.5291572815444172,50.880851239733516,9346.315265234985,-0.024775146287833283
2020-09-24,105.06724548339844,167743300,0.010268794186596875,0.45314322720614586,0.45314322720614586,43.1288766657299,9399.838858784624,0.005726705341165594
2020-09-25,109.00896453857422,149981400,0.037516154887667685,0.5043285292681577,0.5043285292681577,46.26486742654038,9569.49892266062,0.01804925237813415
2020-09-28,111.61090850830078,137672400,0.023869082517574247,0.45092649828386155,0.45092649828386155,40.401651085057246,9689.223116568652,0.012511020156397601
2020-09-29,110.7662353515625,99382200,-0.007568016137736722,0.41391888089013107,0.41391888089013107,37.36868726976124,9654.76097642542,-0.003556749568941364
2020-09-30,112.4361572265625,142675200,0.015076091280883608,0.29879750047503484,0.29879750047503484,26.574858821699873,9715.950148144766,0.006337719998325664
2020-10-01,113.38758850097656,116120400,0.00846196897762086,0.0,0.0,0.0,9738.221040784323,0.0022921991467617087
2020-10-02,109.72742462158203,144712000,-0.03228011044050916,0.0,0.0,0.0,9738.221040784323,0.0
2020-10-05,113.10604858398438,106243800,0.030791062253162638,0.4350837865205564,0.4350837865205564,38.46688943407785,9733.870202919117,-0.0004467795346793091
2020-10-06,109.86333465576172,161498200,-0.028669677429451146,0.0,0.0,0.0,9604.90698402877,-0.013248914994949512
2020-10-07,111.72743225097656,96849000,0.016967422307503144,0.0,0.0,0.0,9604.90698402877,0.0
2020-10-08,111.62062072753906,83477200,-0.0009560008789745167,0.0,0.0,0.0,9604.90698402877,0.0
2020-10-09,113.5623550415039,100506900,0.017395838701744326,0.0,0.0,0.0,9604.90698402877,0.0
2020-10-12,120.7759017944336,240226800,0.06352058083238354,0.0,0.0,0.0,9604.90698402877,0.0
2020-10-13,117.5720443725586,262330500,-0.02652729041367974,0.0,0.0,0.0,9604.90698402877,0.0
2020-10-14,117.65940856933594,150712000,0.0007430694706687113,0.0,0.0,0.0,9604.90698402877,0.0
2020-10-15,117.19339752197266,112559200,-0.0039606781389578405,0.0,0.0,0.0,9604.90698402877,0.0
2020-10-16,115.5526123046875,115393800,-0.014000662596862834,0.0,0.0,0.0,9604.90698402877,0.0
2020-10-19,112.6011962890625,120639300,-0.025541750694850096,0.0,0.0,0.0,9604.90698402877,0.0
2020-10-20,114.08663177490234,124423700,0.013192004479477548,0.0,0.0,0.0,9604.90698402877,0.0
2020-10-21,113.46526336669922,89946000,-0.005446461154441917,0.0,0.0,0.0,9604.90698402877,0.0
2020-10-22,112.37789916992188,101988000,-0.009583234238510374,0.0,0.0,0.0,9604.90698402877,0.0
2020-10-23,111.68856811523438,82572600,-0.00613404468119827,0.38877675298907294,0.38877675298907294,34.80900145375251,9601.019216498878,-0.00040476888910601083
2020-10-26,111.69829559326172,111850700,8.70946614457413e-05,0.31476553431644433,0.31476553431644433,28.17997648438897,9600.617369505151,-4.185461820938041e-05
2020-10-27,113.20314025878906,92276800,0.013472404905864321,0.4263732200411313,0.4263732200411313,37.66443396061425,9641.950186422411,0.004305224896114179
2020-10-28,107.96043395996094,143937800,-0.04631237514121067,0.3517578017043386,0.3517578017043386,32.582103350454695,9443.937930637101,-0.020536535862231142
2020-10-29,111.96041870117188,146129200,0.037050469273719244,0.548688772369206,0.548688772369206,49.00738839086379,9572.426865085068,0.013605440377910227
2020-10-30,105.68860626220703,190272600,-0.056018122401852,0.5570423568742483,0.5570423568742483,52.70599893164075,9264.670815980904,-0.03215026381937569
2020-11-02,105.60123443603516,122866900,-0.0008266910621861356,0.725316347127002,0.725316347127002,68.68445724148623,9258.37845168213,-0.0006791783997246448
2020-11-03,107.22258758544922,107624400,0.01535354352695717,0.46836681209390446,0.46836681209390446,43.68173000121336,9367.059355635014,0.011738654292441142
2020-11-04,111.60120391845703,138235500,0.04083669711401394,0.4102626267246851,0.4102626267246851,36.76148753954744,9557.552584682235,0.02033650282493671
2020-11-05,115.56231689453125,126387100,0.03549346097528172,0.5269516888047711,0.5269516888047711,45.598920389048374,9702.14771577944,0.015128886795657825
2020-11-06,115.43104553222656,114457900,-0.001135935708389213,0.0,0.0,0.0,9690.898352324697,-0.0011594714679974416
2020-11-09,113.12613677978516,154515300,-0.019967840902887057,0.0,0.0,0.0,9690.898352324697,0.0
2020-11-10,112.78573608398438,138023400,-0.00300903668675101,0.0,0.0,0.0,9690.898352324697,0.0
2020-11-11,116.20906829833984,112295000,0.030352528016542202,0.0,0.0,0.0,9690.898352324697,0.0
2020-11-12,115.93675994873047,103162300,-0.0023432624802591784,0.0,0.0,0.0,9690.898352324697,0.0
2020-11-13,115.98539733886719,81581900,0.0004195165550444635,0.0,0.0,0.0,9690.898352324697,0.0
2020-11-16,116.99684143066406,91183000,0.008720443392040256,0.0,0.0,0.0,9690.898352324697,0.0
2020-11-17,116.11181640625,74271000,-0.0075645206621971495,0.0,0.0,0.0,9690.898352324697,0.0
2020-11-18,114.7891616821289,76322100,-0.011391215511549757,0.0,0.0,0.0,9690.898352324697,0.0
2020-11-19,115.3824234008789,74113000,0.005168272945426988,0.0,0.0,0.0,9690.898352324697,0.0
2020-11-20,114.11811065673828,73604300,-0.010957585279241067,0.0,0.0,0.0,9690.898352324697,0.0
2020-11-23,110.72394561767578,127959300,-0.029742562504140868,0.0,0.0,0.0,9690.898352324697,0.0
2020-11-24,112.0076904296875,113874200,0.011594102837017894,0.6725051321104563,0.6725051321104563,60.04097839448082,9684.173301003593,-0.0006939554081165644
2020-11-25,112.8440933227539,76499200,0.007467370230184844,0.5984792345298272,0.5984792345298272,53.0359380723696,9733.601271611435,0.005103994845147897
2020-11-27,113.38870239257812,46691300,0.004826208034358848,0.0,0.0,0.0,9756.471448314085,0.0023496110087590782
2020-11-30,115.78116607666016,169410200,0.021099665430500902,0.0,0.0,0.0,9756.471448314085,0.0
2020-12-01,119.35039520263672,127728200,0.030827372420945576,0.0,0.0,0.0,9756.471448314085,0.0
2020-12-02,119.70052337646484,89004200,0.0029336155379600104,0.0,0.0,0.0,9756.471448314085,0.0
2020-12-03,119.5643539428711,78967600,-0.0011375842791053747,0.0,0.0,0.0,9756.471448314085,0.0
2020-12-04,118.89330291748047,78260400,-0.005612467288630629,0.0,0.0,0.0,9756.471448314085,0.0
2020-12-07,120.35209655761719,86712000,0.01226977133564211,0.0,0.0,0.0,9756.471448314085,0.0
2020-12-08,120.96481323242188,82225500,0.005091034492376689,0.0,0.0,0.0,9756.471448314085,0.0
2020-12-09,118.43618774414062,115089200,-0.02090381013049425,0.0,0.0,0.0,9756.471448314085,0.0
2020-12-10,119.85610961914062,81312200,0.011988919113704366,0.0,0.0,0.0,9756.471448314085,0.0
2020-12-11,119.04890441894531,86939800,-0.0067347855921597866,0.0,0.0,0.0,9756.471448314085,0.0
2020-12-14,118.43618774414062,79184500,-0.0051467644981298966,0.0,0.0,0.0,9756.471448314085,0.0
2020-12-15,124.36871337890625,157243700,0.05009048119297588,0.0,0.0,0.0,9756.471448314085,0.0
