Price,price,returns,position,cash,equity
Ticker,AAPL,,,,
Date,,,,,
2021-05-11,122.84408569335938,-0.007410292444771427,0.0,10000,[10159.71475853]
2021-05-12,119.7805404663086,-0.024938483686531954,0.0,10000,[9906.34687777]
2021-05-13,121.92697143554688,0.017919696812872754,0.0,10000,[10083.86561034]
2021-05-14,124.34660339355469,0.019844927906594423,0.0,10000,[10283.9791964]
2021-05-17,123.19532012939453,-0.00925866274381748,0.0,10000,[10188.76330135]
2021-05-18,121.80989837646484,-0.011245733616135345,0.0,10000,[10074.18318339]
2021-05-19,121.65380096435547,-0.0012814838054207023,0.0,10000,[10061.27328078]
2021-05-20,124.21000671386719,0.021012132208353185,0.0,10000,[10272.68208515]
2021-05-21,122.37577056884766,-0.01476721717957008,0.0,10000,[10120.98315778]
2021-05-24,124.00511932373047,0.013314308439562828,0.0,10000,[10255.73704925]
2021-05-25,123.80998992919922,-0.0015735591852610309,0.0,10000,[10239.59904002]
2021-05-26,123.76119232177734,-0.0003941330376472374,0.0,10000,[10235.56327574]
2021-05-27,122.22943115234375,-0.012376748645496538,0.0,10000,[10108.88028183]
2021-05-28,121.57574462890625,-0.005348028844401331,0.0,10000,[10054.8176985]
2021-06-01,121.25379943847656,-0.002648103792515344,0.0,10000,[10028.19149762]
2021-06-02,122.01478576660156,0.00627597924064327,0.0,10000,[10091.12821928]
2021-06-03,120.53179168701172,-0.012154216149070862,0.0,10000,[9968.47846572]
2021-06-04,122.8245849609375,0.019022311390504587,0.0,10000,[10158.10196718]
2021-06-07,122.8343276977539,7.932236709362606e-05,0.0,10000,[10158.10196718]
2021-06-08,123.65386199951172,0.006671867035201728,0.0,10000,[10158.10196718]
2021-06-09,124.03437805175781,0.003077267835335462,0.0,10000,[10158.10196718]
2021-06-10,123.03922271728516,-0.008023221868838637,0.0,10000,[10158.10196718]
2021-06-11,124.2490234375,0.009832642741857134,0.0,10000,[10158.10196718]
2021-06-14,127.30281829833984,0.024578019016591846,0.0,10000,[10158.10196718]
2021-06-15,126.48326873779297,-0.006437795890945841,0.0,10000,[10158.10196718]
2021-06-16,126.98082733154297,0.003933789810425248,0.0,10000,[10158.10196718]
2021-06-17,128.5808868408203,0.012600796064272224,0.0,10000,[10158.10196718]
2021-06-18,127.28328704833984,-0.010091700441348328,0.0,10000,[10158.10196718]
2021-06-21,129.0784912109375,0.014104005358660077,0.0,10000,[10158.10196718]
2021-06-22,130.7175750732422,0.012698350026621563,0.0,10000,[10158.10196718]
2021-06-23,130.4444122314453,-0.002089717787710055,0.0,10000,[10158.10196718]
2021-06-24,130.16146850585938,-0.002169075092951611,0.0,10000,[10158.10196718]
2021-06-25,129.8687744140625,-0.0022486999813136066,0.0,10000,[10158.10196718]
2021-06-28,131.4981231689453,0.012546116356560999,0.0,10000,[10158.10196718]
2021-06-29,133.0103759765625,0.011500185486862602,0.0,10000,[10158.10196718]
2021-06-30,133.62503051757812,0.0046211021997557555,0.0,10000,[10158.10196718]
2021-07-01,133.927490234375,0.002263495960489914,0.0,10000,[10158.10196718]
2021-07-02,136.55197143554688,0.019596284501255168,0.0,10000,[10158.10196718]
2021-07-06,138.56182861328125,0.014718624393372792,0.0,10000,[10158.10196718]
2021-07-07,141.0497283935547,0.01795515983855145,0.0,10000,[10158.10196718]
2021-07-08,139.75209045410156,-0.009199861312972346,0.0,10000,[10158.10196718]
2021-07-09,141.57656860351562,0.013055104531787043,0.0,10000,[10158.10196718]
2021-07-12,140.98141479492188,-0.004203759241124705,0.0,10000,[10158.10196718]
2021-07-13,142.0936737060547,0.007889400973530858,0.0,10000,[10158.10196718]
2021-07-14,145.51820373535156,0.02410051017739967,0.0,10000,[10158.10196718]
2021-07-15,144.864501953125,-0.004492233723661254,0.0,10000,[10158.10196718]
2021-07-16,142.8253936767578,-0.0140759692600676,0.0,10000,[10158.10196718]
2021-07-19,138.98133850097656,-0.026914367794295124,0.0,10000,[10158.10196718]
2021-07-20,142.5912322998047,0.025973946126607306,0.0,10000,[10158.10196718]
2021-07-21,141.85951232910156,-0.005131591605609054,0.0,10000,[10158.10196718]
2021-07-22,143.22540283203125,0.009628473131649828,0.0,10000,[10158.10196718]
2021-07-23,144.94256591796875,0.01198923551258102,0.0,10000,[10158.10196718]
2021-07-26,145.362060546875,0.002894212795595541,0.0,10000,[10158.10196718]
2021-07-27,143.1961669921875,-0.014899992106186866,0.0,10000,[10158.10196718]
2021-07-28,141.4497528076172,-0.012195956227414873,0.0,10000,[10158.10196718]
2021-07-29,142.0936737060547,0.004552294264616341,0.0,10000,[10158.10196718]
2021-07-30,142.3083038330078,0.0015104833407089124,0.0,10000,[10158.10196718]
2021-08-02,141.9765625,-0.0023311452956188417,0.0,10000,[10158.10196718]
2021-08-03,143.7718048095703,0.012644638509051953,0.0,10000,[10286.54749449]
2021-08-04,143.37179565429688,-0.002782250357107663,0.0,10000,[10286.54749449]
2021-08-05,143.47906494140625,0.0007481896046557246,0.0,10000,[10286.54749449]
2021-08-06,142.7951202392578,-0.004766860603863998,0.0,10000,[10286.54749449]
2021-08-09,142.7462615966797,-0.00034215904924661533,0.0,10000,[10283.02785918]
2021-08-10,142.2675018310547,-0.0033539215687322654,0.0,10000,[10248.53939025]
2021-08-11,142.52151489257812,0.0017854608976342057,0.0,10000,[10266.83775659]
2021-08-12,145.482177734375,0.02077344493586386,0.0,10000,[10480.1153454]
2021-08-13,145.68739318847656,0.0014105882747799114,0.0,10000,[10480.1153454]
2021-08-16,147.66114807128906,0.013547876996186314,0.0,10000,[10480.1153454]
2021-08-17,146.75244140625,-0.00615399972781161,0.0,10000,[10480.1153454]
2021-08-18,143.01004028320312,-0.025501457333080513,0.0,10000,[10480.1153454]
2021-08-19,143.34226989746094,0.0023231209053566904,0.0,10000,[10504.46192044]
2021-08-20,144.7982177734375,0.01015714260014211,0.0,10000,[10611.15723811]
2021-08-23,146.28341674804688,0.010257025241382722,0.0,10000,[10611.15723811]
2021-08-24,146.19544982910156,-0.0006013458046090214,0.0,10000,[10611.15723811]
2021-08-25,144.9642791748047,-0.008421402004891942,0.0,10000,[10611.15723811]
2021-08-26,144.1630859375,-0.005526832140065108,0.0,10000,[10611.15723811]
2021-08-27,145.19882202148438,0.007184474980185929,0.0,10000,[10687.3928318]
2021-08-30,149.61532592773438,0.030416940335759035,0.0,10000,[10687.3928318]
2021-08-31,148.35487365722656,-0.008424620022661422,0.0,10000,[10687.3928318]
2021-09-01,149.01927185058594,0.004478438604547996,0.0,10000,[10687.3928318]
2021-09-02,150.13319396972656,0.0074750205480638154,0.0,10000,[10687.3928318]
2021-09-03,150.76832580566406,0.004230455764936192,0.0,10000,[10687.3928318]
2021-09-07,153.10365295410156,0.015489507732862062,0.0,10000,[10687.3928318]
2021-09-08,151.55979919433594,-0.010083716031442091,0.0,10000,[10687.3928318]
2021-09-09,150.54359436035156,-0.006704976117587469,0.0,10000,[10687.3928318]
2021-09-10,145.56036376953125,-0.03310157839656802,0.0,10000,[10687.3928318]
2021-09-13,146.12710571289062,0.00389351832245155,0.0,10000,[10729.00439161]
2021-09-14,144.7297821044922,-0.009562384757992093,0.0,10000,[10626.40952354]
2021-09-15,145.61895751953125,0.006143693454862653,0.0,10000,[10691.69492618]
2021-09-16,145.3844451904297,-0.0016104519157137398,0.0,10000,[10674.47646561]
2021-09-17,142.71694946289062,-0.018347875689487148,0.0,10000,[10478.62249836]
2021-09-20,139.66836547851562,-0.021361050637981105,0.0,10000,[10254.78811256]
2021-09-21,140.14710998535156,0.003427723272880767,0.0,10000,[10289.93868843]
2021-09-22,142.5117645263672,0.016872660030326614,0.0,10000,[10463.55732566]
2021-09-23,143.4693145751953,0.0067190947499002895,0.0,10000,[10533.86295875]
2021-09-24,143.5572509765625,0.0006129282880285025,0.0,10000,[10540.31946134]
2021-09-27,142.04270935058594,-0.010550087966116228,0.0,10000,[10429.11816383]
2021-09-28,138.66192626953125,-0.023801172876182886,0.0,10000,[10180.89291947]
2021-09-29,139.56089782714844,0.006483189595028138,0.0,10000,[10246.89757851]
2021-09-30,138.26132202148438,-0.009311890550271706,0.0,10000,[10151.47958978]
2021-10-01,139.38494873046875,0.00812683324993646,0.0,10000,[10233.97897164]
2021-10-04,135.955322265625,-0.02460542903721752,0.0,10000,[9982.16752829]
2021-10-05,137.8802490234375,0.014158524475059941,0.0,10000,[10123.50029155]
2021-10-06,138.74989318847656,0.006307242489032916,0.0,10000,[10187.35166273]
2021-10-07,140.0103302001953,0.009084237708252285,0.0,10000,[10279.89598685]
2021-10-08,139.6292724609375,-0.0027216401726426476,0.0,10000,[10251.91780896]
2021-10-11,139.54132080078125,-0.000629894137569531,0.0,10000,[10245.46018604]
2021-10-12,138.27105712890625,-0.009103136365525177,0.0,10000,[10152.19436483]
2021-10-13,137.684814453125,-0.0042398075776242106,0.0,10000,[10109.15101424]
2021-10-14,140.46958923339844,0.020225721996535162,0.0,10000,[10313.61589227]
2021-10-15,141.5248565673828,0.0075124255701424225,0.0,10000,[10313.61589227]
2021-10-18,143.1957550048828,0.011806395555005844,0.0,10000,[10313.61589227]
2021-10-19,145.35516357421875,0.015080115812527328,0.0,10000,[10313.61589227]
2021-10-20,145.84368896484375,0.00336090840264891,0.0,10000,[10313.61589227]
2021-10-21,146.05865478515625,0.0014739466742665908,0.0,10000,[10313.61589227]
2021-10-22,145.28675842285156,-0.005284838227766153,0.0,10000,[10313.61589227]
2021-10-25,145.23788452148438,-0.00033639611687763527,0.0,10000,[10313.61589227]
2021-10-26,145.90232849121094,0.0045748667568086265,0.0,10000,[10313.61589227]
2021-10-27,145.44308471679688,-0.003147611002258466,0.0,10000,[10313.61589227]
2021-10-28,149.07794189453125,0.024991612250331974,0.0,10000,[10313.61589227]
2021-10-29,146.371337890625,-0.018155630333433925,0.0,10000,[10313.61589227]
2021-11-01,145.55055236816406,-0.005607556330968766,0.0,10000,[10313.61589227]
2021-11-02,146.58628845214844,0.007115988686628327,0.0,10000,[10313.61589227]
2021-11-03,148.02264404296875,0.009798703589450675,0.0,10000,[10313.61589227]
2021-11-04,147.50477600097656,-0.0034985731091377037,0.0,10000,[10313.61589227]
2021-11-05,148.033203125,0.003582440774798634,0.0,10000,[10313.61589227]
2021-11-08,147.21124267578125,-0.005552541131766731,0.0,10000,[10313.61589227]
2021-11-09,147.57325744628906,0.002459151651243996,0.0,10000,[10313.61589227]
2021-11-10,144.74533081054688,-0.01916286652933341,0.0,10000,[10313.61589227]
2021-11-11,144.69639587402344,-0.00033807609716607345,0.0,10000,[10310.12910526]
2021-11-12,146.77090454101562,0.014336975392243323,0.0,10000,[10457.94517254]
2021-11-15,146.7806854248047,6.664048177440485e-05,0.0,10000,[10457.94517254]
2021-11-16,147.7592010498047,0.006666514890348418,0.0,10000,[10457.94517254]
2021-11-17,150.19577026367188,0.0164901352779101,0.0,10000,[10457.94517254]
2021-11-18,154.4817657470703,0.028536059809635583,0.0,10000,[10457.94517254]
2021-11-19,157.10421752929688,0.01697580144520261,0.0,10000,[10457.94517254]
2021-11-22,157.56417846679688,0.0029277440461725757,0.0,10000,[10457.94517254]
2021-11-23,157.94580078125,0.0024220118948772296,0.0,10000,[10457.94517254]
2021-11-24,158.4644012451172,0.0032834077341850065,0.0,10000,[10457.94517254]
2021-11-26,153.44451904296875,-0.03167829596240701,0.0,10000,[10457.94517254]
2021-11-29,156.80091857910156,0.021873701042348204,0.0,10000,[10457.94517254]
2021-11-30,161.75233459472656,0.03157772327160924,0.0,10000,[10457.94517254]
2021-12-01,161.233642578125,-0.0032067049783309765,0.0,10000,[10457.94517254]
2021-12-02,160.245361328125,-0.006129497753678326,0.0,10000,[10457.94517254]
2021-12-03,158.36651611328125,-0.011724802510798105,0.0,10000,[10457.94517254]
2021-12-06,161.77186584472656,0.021502965494356374,0.0,10000,[10457.94517254]
2021-12-07,167.50608825683594,0.03544635145404862,0.0,10000,[10457.94517254]
2021-12-08,171.32240295410156,0.022783140224814424,0.0,10000,[10457.94517254]
2021-12-09,170.81356811523438,-0.002970042621941893,0.0,10000,[10457.94517254]
2021-12-10,175.59860229492188,0.02801319726814344,0.0,10000,[10457.94517254]
2021-12-13,171.96823120117188,-0.020674259625670044,0.0,10000,[10457.94517254]
2021-12-14,170.58851623535156,-0.00802308052006595,0.0,10000,[10457.94517254]
2021-12-15,175.4518280029297,0.02850902203093475,0.0,10000,[10457.94517254]
2021-12-16,168.56288146972656,-0.03926403396086642,0.0,10000,[10457.94517254]
2021-12-17,167.46697998046875,-0.006501440172963835,0.0,10000,[10457.94517254]
2021-12-20,166.1068115234375,-0.008122009826593168,0.0,10000,[10457.94517254]
2021-12-21,169.27725219726562,0.019086758964010242,0.0,10000,[10457.94517254]
2021-12-22,171.87037658691406,0.01531880011040454,0.0,10000,[10457.94517254]
2021-12-23,172.4966583251953,0.003643919043631927,0.0,10000,[10457.94517254]
2021-12-27,176.45970153808594,0.02297460861774714,0.0,10000,[10457.94517254]
2021-12-28,175.4420166015625,-0.00576723709522875,0.0,10000,[10457.94517254]
2021-12-29,175.5301055908203,0.0005020974505660636,0.0,10000,[10457.94517254]
2021-12-30,174.37539672851562,-0.006578409204609281,0.0,10000,[10457.94517254]
2021-12-31,173.75897216796875,-0.0035350432005415433,0.0,10000,[10457.94517254]
2022-01-03,178.10366821289062,0.025004153688950037,0.0,10000,[10457.94517254]
2022-01-04,175.84324645996094,-0.01269160694785787,0.0,10000,[10457.94517254]
2022-01-05,171.16583251953125,-0.026599906647507887,0.0,10000,[10457.94517254]
2022-01-06,168.30853271484375,-0.01669316686997946,0.0,10000,[10283.36894865]
2022-01-07,168.47486877441406,0.0009882806111329856,0.0,10000,[10293.5318028]
2022-01-10,168.49441528320312,0.00011602032357260761,0.0,10000,[10294.72606169]
2022-01-11,171.32240295410156,0.0167838658993249,0.0,10000,[10467.51136338]
2022-01-12,171.76272583007812,0.0025701418400869702,0.0,10000,[10494.4143523]
2022-01-13,168.49441528320312,-0.01902805472537905,0.0,10000,[10294.72606169]
2022-01-14,169.35556030273438,0.0051108223265670105,0.0,10000,[10347.3405775]
2022-01-18,166.15570068359375,-0.01889432867406693,0.0,10000,[10151.83452372]
2022-01-19,162.662353515625,-0.021024539956176702,0.0,10000,[9938.39687315]
2022-01-20,160.979248046875,-0.010347234208610723,0.0,10000,[9835.56195305]
2022-01-21,158.92431640625,-0.012765195921567662,0.0,10000,[9710.00907772]
2022-01-24,158.1512908935547,-0.004864110981728342,0.0,10000,[9662.77851593]
2022-01-25,156.35076904296875,-0.011384806538176084,0.0,10000,[9552.7696519]
2022-01-26,156.26271057128906,-0.0005632109916612338,0.0,10000,[9547.38942703]
2022-01-27,155.8028106689453,-0.0029431199590892465,0.0,10000,[9519.29031465]
2022-01-28,166.6743621826172,0.06977763409398352,0.0,10000,[10183.52387107]
2022-01-31,171.02882385253906,0.02612556372137731,0.0,10000,[10183.52387107]
2022-02-01,170.86248779296875,-0.0009725615590605585,0.0,10000,[10183.52387107]
2022-02-02,172.06605529785156,0.0070440710563757225,0.0,10000,[10183.52387107]
2022-02-03,169.18917846679688,-0.016719607049018093,0.0,10000,[10183.52387107]
2022-02-04,168.90505981445312,-0.0016792956554222416,0.0,10000,[10183.52387107]
2022-02-07,168.18975830078125,-0.004234932419772686,0.0,10000,[10183.52387107]
2022-02-08,171.29574584960938,0.01846716221134903,0.0,10000,[10183.52387107]
2022-02-09,172.71641540527344,0.008293665138136896,0.0,10000,[10183.52387107]
2022-02-10,168.64053344726562,-0.02359869470683429,0.0,10000,[10183.52387107]
2022-02-11,165.23086547851562,-0.020218555403326066,0.0,10000,[10183.52387107]
2022-02-14,165.4660186767578,0.0014231796072796676,0.0,10000,[10198.01685457]
2022-02-15,169.29696655273438,0.023152475091942737,0.0,10000,[10198.01685457]
2022-02-16,169.06179809570312,-0.0013890884273936033,0.0,10000,[10198.01685457]
2022-02-17,165.4660186767578,-0.021269023868477954,0.0,10000,[10198.01685457]
2022-02-18,163.91793823242188,-0.009355881387103082,0.0,10000,[10102.60541849]
2022-02-22,160.99819946289062,-0.01781219798769862,0.0,10000,[9922.65581059]
2022-02-23,156.83412170410156,-0.025864126261541553,0.0,10000,[9666.01498785]
2022-02-24,159.4501190185547,0.01668002655307821,0.0,10000,[9827.24437451]
2022-02-25,161.5175018310547,0.012965702535847168,0.0,10000,[9954.66150182]
2022-02-28,161.78199768066406,0.0016375677348330342,0.0,10000,[9970.96293431]
2022-03-01,159.9008331298828,-0.011627774274949987,0.0,10000,[9855.022828]
2022-03-02,163.19290161132812,0.020588188422828724,0.0,10000,[10057.9198949]
2022-03-03,162.86959838867188,-0.0019811108171007286,0.0,10000,[10037.994041]
2022-03-04,159.87144470214844,-0.018408307727072803,0.0,10000,[9853.21155773]
2022-03-07,156.07965087890625,-0.023717767924763322,0.0,10000,[9619.51537269]
2022-03-08,154.25729370117188,-0.011675815312710114,0.0,10000,[9507.1996878]
2022-03-09,159.6558837890625,0.03499730844720261,0.0,10000,[9839.92608774]
2022-03-10,155.31549072265625,-0.02718592615190296,0.0,10000,[9572.41858378]
2022-03-11,151.60208129882812,-0.023908815576284548,0.0,10000,[9343.55339324]
2022-03-14,147.5751190185547,-0.026562711051016152,0.0,10000,[9095.36328427]
2022-03-15,151.95477294921875,0.029677454843274775,0.0,10000,[9365.29051742]
2022-03-16,156.3638153076172,0.029015491075570665,0.0,10000,[9637.02902085]
2022-03-17,157.37298583984375,0.0064539902038154295,0.0,10000,[9699.22631174]
2022-03-18,160.6650390625,0.020918794957646147,0.0,10000,[9902.1224382]
2022-03-21,162.0367431640625,0.008537663884853552,0.0,10000,[9902.1224382]
2022-03-22,165.40721130371094,0.020800641100493067,0.0,10000,[9902.1224382]
2022-03-23,166.76913452148438,0.00823375962292694,0.0,10000,[9902.1224382]
2022-03-24,170.5511016845703,0.022677860468231392,0.0,10000,[9902.1224382]
2022-03-25,171.18795776367188,0.0037341070964138634,0.0,10000,[9902.1224382]
2022-03-28,172.05015563964844,0.005036556818832194,0.0,10000,[9902.1224382]
2022-03-29,175.3422393798828,0.01913444209332482,0.0,10000,[9902.1224382]
2022-03-30,174.17630004882812,-0.006649506332177313,0.0,10000,[9902.1224382]
2022-03-31,171.08018493652344,-0.017775754287102985,0.0,10000,[9902.1224382]
2022-04-01,170.78627014160156,-0.0017179943722350766,0.0,10000,[9902.1224382]
2022-04-04,174.8327178955078,0.02369305067995975,0.0,10000,[9902.1224382]
2022-04-05,171.52110290527344,-0.01894162048212067,0.0,10000,[9902.1224382]
2022-04-06,168.35638427734375,-0.018450899477234994,0.0,10000,[9902.1224382]
2022-04-07,168.6600799560547,0.0018038857273783293,0.0,10000,[9902.1224382]
2022-04-08,166.65155029296875,-0.011908743690915324,0.0,10000,[9902.1224382]
2022-04-11,162.3992919921875,-0.02551586404870465,0.0,10000,[9902.1224382]
2022-04-12,164.2706756591797,0.011523348679883583,0.0,10000,[10016.22804773]
2022-04-13,166.95526123046875,0.01634245163061787,0.0,10000,[10179.91777012]
2022-04-14,161.94854736328125,-0.029988356343416567,0.0,10000,[9874.63876848]
2022-04-18,161.73306274414062,-0.0013305745722883566,0.0,10000,[9861.49982523]
2022-04-19,164.01589965820312,0.014114843776092512,0.0,10000,[10000.69335466]
2022-04-20,163.849365234375,-0.0010153553660051662,0.0,10000,[9990.539097]
2022-04-21,163.0557098388672,-0.004843811230959227,0.0,10000,[9942.14681152]
2022-04-22,158.51930236816406,-0.02782121199672205,0.0,10000,[9665.54423737]
2022-04-25,159.58731079101562,0.006737402996961794,0.0,10000,[9730.66490408]
2022-04-26,153.6302032470703,-0.03732820306588358,0.0,10000,[9367.43666858]
2022-04-27,153.4048614501953,-0.0014667805686138236,0.0,10000,[9353.69669449]
2022-04-28,160.33192443847656,0.04515543329459737,0.0,10000,[9776.06692164]
2022-04-29,154.4630126953125,-0.03660476080305586,0.0,10000,[9418.21633038]
2022-05-02,154.76673889160156,0.00196633608906871,0.0,10000,[9436.73570904]
2022-05-03,156.2560577392578,0.009622990432714085,0.0,10000,[9527.54532649]
2022-05-04,162.66384887695312,0.04100827340971258,0.0,10000,[9918.25351016]
2022-05-05,153.60084533691406,-0.05571615083874448,0.0,10000,[9918.25351016]
2022-05-06,154.326904296875,0.004726920339327423,0.0,10000,[9965.13630441]
2022-05-09,149.20492553710938,-0.033189149896460046,0.0,10000,[9634.40190186]
2022-05-10,151.60894775390625,0.01611221752996994,0.0,10000,[9789.63348108]
2022-05-11,143.7493438720703,-0.051841292999366684,0.0,10000,[9282.12622343]
2022-05-12,139.88330078125,-0.026894335561356675,0.0,10000,[9032.48960605]
2022-05-13,144.34786987304688,0.031916383634516876,0.0,10000,[9320.77400949]
2022-05-16,142.80735778808594,-0.010672219038048936,0.0,10000,[9221.30066766]
2022-05-17,146.4379119873047,0.02542273910428472,0.0,10000,[9455.73138874]
2022-05-18,138.17599487304688,-0.05641924964741418,0.0,10000,[8922.24611892]
2022-05-19,134.77113342285156,-0.02464148315576542,0.0,10000,[8702.38874146]
2022-05-20,135.00660705566406,0.0017472111930207923,0.0,10000,[8717.59365248]
2022-05-23,140.4229736328125,0.04011927042144858,0.0,10000,[9067.33714965]
2022-05-24,137.72462463378906,-0.019215865675080046,0.0,10000,[8893.10041695]
2022-05-25,137.881591796875,0.0011397174870022564,0.0,10000,[8903.23603901]
2022-05-26,141.08041381835938,0.02319977583517341,0.0,10000,[9109.78911932]
2022-05-27,146.8303985595703,0.040756789589616815,0.0,10000,[9481.07487766]
2022-05-31,146.04539489746094,-0.005346329301087471,0.0,10000,[9481.07487766]
2022-06-01,145.9178466796875,-0.000873346385642515,0.0,10000,[9481.07487766]
2022-06-02,148.37086486816406,0.016810953864069278,0.0,10000,[9481.07487766]
2022-06-03,142.65036010742188,-0.038555445274415456,0.0,10000,[9481.07487766]
2022-06-06,143.3960723876953,0.005227552736017493,0.0,10000,[9530.63769658]
2022-06-07,145.9178466796875,0.0175860764524578,0.0,10000,[9530.63769658]
2022-06-08,145.18191528320312,-0.005043463930082925,0.0,10000,[9530.63769658]
2022-06-09,139.9617919921875,-0.035955740636379185,0.0,10000,[9530.63769658]
2022-06-10,134.55526733398438,-0.03862857556514365,0.0,10000,[9162.48273813]
2022-06-13,129.40383911132812,-0.038284849970753765,0.0,10000,[8811.69846114]
2022-06-14,130.267333984375,0.006672869050693198,0.0,10000,[8870.49777109]
2022-06-15,132.88717651367188,0.020111277702291153,0.0,10000,[9048.89481512]
2022-06-16,127.61798095703125,-0.03965164807379673,0.0,10000,[8690.09122246]
2022-06-17,129.08985900878906,0.011533469192349877,0.0,10000,[8790.31812185]
2022-06-21,133.3188934326172,0.032760392305798414,0.0,10000,[9078.29239201]
2022-06-22,132.80868530273438,-0.003826975432710822,0.0,10000,[9043.54999006]
2022-06-23,135.673828125,0.021573459715639842,0.0,10000,[9238.65065146]
2022-06-24,139.00021362304688,0.024517517814726775,0.0,10000,[9465.15943339]
2022-06-27,139.00021362304688,0.0,0.0,10000,[9465.15943339]
2022-06-28,134.8594207763672,-0.029789830812124163,0.0,10000,[9465.15943339]
2022-06-29,136.61581420898438,0.01302388385257669,0.0,10000,[9588.43257049]
2022-06-30,134.15298461914062,-0.018027412156518707,0.0,10000,[9415.57794461]
2022-07-01,136.3214569091797,0.01616417477550236,0.0,10000,[9567.77299212]
2022-07-05,138.90208435058594,0.018930456730120726,0.0,10000,[9567.77299212]
2022-07-06,140.23651123046875,0.009606960803516529,0.0,10000,[9567.77299212]
2022-07-07,143.60214233398438,0.02399967792969737,0.0,10000,[9567.77299212]
2022-07-08,144.27915954589844,0.004714534204785625,0.0,10000,[9567.77299212]
2022-07-11,142.14991760253906,-0.014757792809861892,0.0,10000,[9567.77299212]
2022-07-12,143.121337890625,0.006833773135219712,0.0,10000,[9567.77299212]
2022-07-13,142.75828552246094,-0.002536675337967531,0.0,10000,[9567.77299212]
2022-07-14,145.6823272705078,0.02048246613039373,0.0,10000,[9567.77299212]
2022-07-15,147.35043334960938,0.011450298127130942,0.0,10000,[9567.77299212]
2022-07-18,144.3086395263672,-0.0206432635052054,0.0,10000,[9567.77299212]
2022-07-19,148.16482543945312,0.026721795214356137,0.0,10000,[9567.77299212]
2022-07-20,150.16651916503906,0.013509911813744946,0.0,10000,[9567.77299212]
2022-07-21,152.43316650390625,0.015094225740000411,0.0,10000,[9567.77299212]
2022-07-22,151.1968231201172,-0.008110724274414283,0.0,10000,[9567.77299212]
2022-07-25,150.07821655273438,-0.00739834703070541,0.0,10000,[9567.77299212]
2022-07-26,148.7535858154297,-0.008826269179706303,0.0,10000,[9567.77299212]
2022-07-27,153.84613037109375,0.03423476837716555,0.0,10000,[9567.77299212]
2022-07-28,154.39559936523438,0.003571549006889274,0.0,10000,[9567.77299212]
2022-07-29,159.45870971679688,0.0327931001426105,0.0,10000,[9567.77299212]
2022-08-01,158.47750854492188,-0.0061533244161929845,0.0,10000,[9567.77299212]
2022-08-02,157.0056610107422,-0.009287422219680375,0.0,10000,[9567.77299212]
2022-08-03,163.0107421875,0.03824754558593235,0.0,10000,[9567.77299212]
2022-08-04,162.69676208496094,-0.0019261313599683305,0.0,10000,[9567.77299212]
2022-08-05,162.4707794189453,-0.001388980721679145,0.0,10000,[9567.77299212]
2022-08-08,161.99913024902344,-0.002902978440853521,0.0,10000,[9567.77299212]
2022-08-09,162.04824829101562,0.0003031994179023556,0.0,10000,[9567.77299212]
2022-08-10,166.29302978515625,0.02619455340558563,0.0,10000,[9567.77299212]
2022-08-11,165.55612182617188,-0.004431382120684391,0.0,10000,[9567.77299212]
2022-08-12,169.10324096679688,0.021425478571848622,0.0,10000,[9567.77299212]
2022-08-15,170.1742401123047,0.006333404016296118,0.0,10000,[9567.77299212]
2022-08-16,170.0170440673828,-0.0009237358416769315,0.0,10000,[9567.77299212]
2022-08-17,171.51055908203125,0.008784501711819548,0.0,10000,[9567.77299212]
2022-08-18,171.11752319335938,-0.0022916133605738187,0.0,10000,[9567.77299212]
2022-08-19,168.53334045410156,-0.015101800745080496,0.0,10000,[9567.77299212]
2022-08-22,164.65211486816406,-0.023029422994167215,0.0,10000,[9567.77299212]
2022-08-23,164.31800842285156,-0.002029165829907642,0.0,10000,[9567.77299212]
2022-08-24,164.61280822753906,0.0017940809258645274,0.0,10000,[9567.77299212]
2022-08-25,167.0692901611328,0.014922787358066625,0.0,10000,[9567.77299212]
2022-08-26,160.77090454101562,-0.037699242117103626,0.0,10000,[9567.77299212]
2022-08-29,158.56991577148438,-0.01369021823827421,0.0,10000,[9436.7880918]
2022-08-30,156.14291381835938,-0.015305563740240391,0.0,10000,[9292.35273016]
2022-08-31,154.48239135742188,-0.010634632211802941,0.0,10000,[9193.53197649]
2022-09-01,155.20945739746094,0.004706465466066456,0.0,10000,[9236.80101725]
2022-09-02,153.09689331054688,-0.013611052588787809,0.0,10000,[9111.07843285]
2022-09-06,151.8391571044922,-0.008215295417546176,0.0,10000,[9036.22823195]
2022-09-07,153.2442626953125,0.009253908001170874,0.0,10000,[9119.84865669]
2022-09-08,151.7704315185547,-0.009617529236237377,0.0,10000,[9032.13824561]
2022-09-09,154.6297149658203,0.018839529008758626,0.0,10000,[9202.29947609]
2022-09-12,160.58421325683594,0.03850811140880528,0.0,10000,[9556.66264954]
2022-09-13,151.1611785888672,-0.05867970753076268,0.0,10000,[8995.88048029]
2022-09-14,152.60560607910156,0.00955554530414826,0.0,10000,[9081.84102377]
2022-09-15,149.71678161621094,-0.01893000222674146,0.0,10000,[8909.92175297]
2022-09-16,148.07586669921875,-0.010960126842684659,0.0,10000,[8812.2678804]
2022-09-19,151.7900390625,0.025082901394227308,0.0,10000,[9033.3051267]
2022-09-20,154.16790771484375,0.015665511828247602,0.0,10000,[9174.81647501]
