Price,price,returns,position,cash,equity
Ticker,AAPL,,,,
Date,,,,,
2021-04-26,131.21669006347656,0.0029778799225788077,0.0,10000,[10589.56151266]
2021-04-27,130.89527893066406,-0.00244946837675164,0.0,10000,[10589.56151266]
2021-04-28,130.10633850097656,-0.006027264207942973,0.0,10000,[10589.56151266]
2021-04-29,130.00892639160156,-0.0007487114809111572,0.0,10000,[10589.56151266]
2021-04-30,128.04148864746094,-0.015133097386055505,0.0,10000,[10589.56151266]
2021-05-03,129.0933837890625,0.008215267978473495,0.0,10000,[10676.55759826]
2021-05-04,124.52533721923828,-0.035385597896235854,0.0,10000,[10298.76122417]
2021-05-05,124.76884460449219,0.0019554846482783272,0.0,10000,[10318.90029364]
2021-05-06,126.3662109375,0.012802605795311672,0.0,10000,[10451.00910634]
2021-05-07,127.03939056396484,0.00532721224661703,0.0,10000,[10506.68385004]
2021-05-10,123.76119232177734,-0.025804580985744896,0.0,10000,[10235.56327574]
