date,price,volume,returns,signal,position,strategy_returns,equity
2023-10-13,176.7782440185547,51427100,-0.01029282429901357,0.0,0.0,-0.0,12114.052549487926
2023-10-16,176.6497344970703,52517000,-0.0007269532639485599,0.0,0.0,-0.0,12114.052549487926
2023-10-17,175.09793090820312,57549400,-0.008784635840440091,0.0,0.0,-0.0,12114.052549487926
2023-10-18,173.80311584472656,54764400,-0.007394805048583808,0.0,0.0,-0.0,12114.052549487926
2023-10-19,173.427490234375,59302900,-0.002161213327654843,0.0,0.0,-0.0,12114.052549487926
2023-10-20,170.87738037109375,64244000,-0.014704184785439445,0.0,0.0,-0.0,12114.052549487926
2023-10-23,170.9960174560547,55980100,0.0006942819740289874,0.0,0.0,0.0,12114.052549487926
2023-10-24,171.43087768554688,43816600,0.002543101505881218,0.0,0.0,0.0,12114.052549487926
2023-10-25,169.1179962158203,57157000,-0.01349162706831053,0.0,0.0,-0.0,12114.052549487926
2023-10-26,164.956787109375,70625300,-0.02460535956880061,0.0,0.0,-0.0,12114.052549487926
2023-10-27,166.27134704589844,58499100,0.007969117000634851,1.0,1.0,0.006969117000634851,12198.476799057147
2023-10-30,168.31736755371094,51131000,0.012305310230317001,1.0,1.0,0.012305310230317001,12348.58284040687
2023-10-31,168.79180908203125,44846000,0.002818731870725788,0.0,0.0,-0.001,12336.234257566462
2023-11-01,171.95477294921875,56934900,0.018738846893040506,1.0,1.0,0.017738846893040505,12555.064828298116
2023-11-02,175.5130615234375,77334800,0.020693165494566346,0.0,0.0,-0.001,12542.509763469818
2023-11-03,174.6037139892578,79829200,-0.005181081831099221,0.0,0.0,-0.0,12542.509763469818
2023-11-06,177.15379333496094,63841300,0.014604954771237022,0.0,0.0,0.0,12542.509763469818
2023-11-07,179.71380615234375,70530000,0.014450793117042338,0.0,0.0,0.0,12542.509763469818
2023-11-08,180.7714385986328,49340300,0.005885092909292178,0.0,0.0,0.0,12542.509763469818
2023-11-09,180.2969970703125,53763500,-0.002624538101805518,0.0,0.0,-0.0,12542.509763469818
2023-11-10,184.48345947265625,66133400,0.02321981214535218,0.0,0.0,0.0,12542.509763469818
2023-11-13,182.8999481201172,43627500,-0.00858348687229471,0.0,0.0,-0.0,12542.509763469818
2023-11-14,185.51280212402344,60108400,0.014285701175761334,0.0,0.0,0.0,12542.509763469818
